date,state,positive,negative,recovered,dateModified,checkTimeEt,death,dateChecked,total,totalTestResults,totalTestResultsIncrease,Total - TotalTestResults
20200621,IA,25963.0,231189.0,16068.0,2020-06-21T00:00:00Z,06/20 20:00,685.0,2020-06-21T00:00:00Z,257152,257152,6945,0
20200622,IA,26051.0,232581.0,16240.0,2020-06-22T00:00:00Z,06/21 20:00,686.0,2020-06-22T00:00:00Z,258632,258632,1480,0
20200623,IA,26373.0,238330.0,16579.0,2020-06-23T00:00:00Z,06/22 20:00,688.0,2020-06-23T00:00:00Z,264703,264703,6071,0
20200624,IA,26705.0,243254.0,16858.0,2020-06-24T00:00:00Z,06/23 20:00,692.0,2020-06-24T00:00:00Z,269959,269959,5256,0
20200625,IA,27197.0,249857.0,17017.0,2020-06-25T00:00:00Z,06/24 20:00,695.0,2020-06-25T00:00:00Z,277054,277054,7095,0
20200626,IA,27686.0,255957.0,17313.0,2020-06-26T00:00:00Z,06/25 20:00,704.0,2020-06-26T00:00:00Z,283643,283643,6589,0
20200627,IA,28012.0,261740.0,17467.0,2020-06-27T00:00:00Z,06/26 20:00,704.0,2020-06-27T00:00:00Z,289752,289752,6109,0
20200628,IA,28489.0,267426.0,17620.0,2020-06-28T00:00:00Z,06/27 20:00,705.0,2020-06-28T00:00:00Z,295915,295915,6163,0
20200629,IA,28782.0,272063.0,17851.0,2020-06-29T00:00:00Z,06/28 20:00,708.0,2020-06-29T00:00:00Z,300845,300845,4930,0
20200630,IA,29007.0,275181.0,23212.0,2020-06-30T00:00:00Z,06/29 20:00,715.0,2020-06-30T00:00:00Z,304188,304188,3343,0
20200307,ID,0.0,27.0,,,,,,27,27,0,0
20200308,ID,0.0,27.0,,,,,,27,27,0,0
20200309,ID,0.0,41.0,,,,,,41,41,14,0
20200310,ID,0.0,41.0,,,,,,41,41,0,0
20200311,ID,0.0,67.0,,,,,,67,67,26,0
20200312,ID,0.0,93.0,,2020-03-12T09:45:00Z,03/12 05:45,,2020-03-12T09:45:00Z,93,93,26,0
20200313,ID,0.0,131.0,,2020-03-13T08:00:00Z,03/13 04:00,,2020-03-13T08:00:00Z,131,131,38,0
20200314,ID,2.0,174.0,,2020-03-13T22:45:00Z,03/13 18:45,,2020-03-13T22:45:00Z,176,176,45,0
20200315,ID,5.0,174.0,,2020-03-13T22:45:00Z,03/13 18:45,,2020-03-13T22:45:00Z,179,179,3,0
20200316,ID,5.0,265.0,,2020-03-16T15:42:00Z,03/16 11:42,,2020-03-16T15:42:00Z,270,270,91,0
20200317,ID,7.0,346.0,,2020-03-17T11:45:00Z,03/17 07:45,,2020-03-17T11:45:00Z,353,353,83,0
20200318,ID,9.0,459.0,,2020-03-18T10:30:00Z,03/18 06:30,,2020-03-18T10:30:00Z,468,468,115,0
20200319,ID,11.0,459.0,,2020-03-18T10:30:00Z,03/18 06:30,,2020-03-18T10:30:00Z,470,470,2,0
20200320,ID,23.0,590.0,,2020-03-19T19:00:00Z,03/19 15:00,,2020-03-19T19:00:00Z,613,613,143,0
20200321,ID,31.0,880.0,,2020-03-20T19:00:00Z,03/20 15:00,,2020-03-20T19:00:00Z,911,911,298,0
20200322,ID,42.0,1175.0,,2020-03-21T19:55:00Z,03/21 15:55,0.0,2020-03-21T19:55:00Z,1217,1217,306,0
20200323,ID,47.0,1309.0,,2020-03-22T19:00:00Z,03/22 15:00,0.0,2020-03-22T19:00:00Z,1356,1356,139,0
20200324,ID,50.0,1887.0,,2020-03-23T19:00:00Z,03/23 15:00,0.0,2020-03-23T19:00:00Z,1937,1937,581,0
20200325,ID,73.0,1887.0,,2020-03-24T19:00:00Z,03/24 15:00,0.0,2020-03-24T19:00:00Z,1960,1960,23,0
20200326,ID,123.0,2065.0,,2020-03-25T19:00:00Z,03/25 15:00,0.0,2020-03-25T19:00:00Z,2188,2188,228,0
20200327,ID,189.0,2668.0,,2020-03-26T20:00:00Z,03/26 16:00,3.0,2020-03-26T20:00:00Z,2857,2857,669,0
20200328,ID,230.0,3342.0,,2020-03-27T19:00:00Z,03/27 15:00,4.0,2020-03-27T19:00:00Z,3572,3572,715,0
20200329,ID,261.0,4021.0,,2020-03-28T18:55:00Z,03/28 14:55,5.0,2020-03-28T18:55:00Z,4282,4282,710,0
20200330,ID,310.0,4396.0,,2020-03-29T19:00:00Z,03/29 15:00,6.0,2020-03-29T19:00:00Z,4706,4706,424,0
20200331,ID,415.0,5297.0,,2020-03-30T19:00:00Z,03/30 15:00,7.0,2020-03-30T19:00:00Z,5712,5712,1006,0
20200401,ID,525.0,6076.0,,2020-03-31T19:00:00Z,03/31 15:00,9.0,2020-03-31T19:00:00Z,6601,6601,889,0
20200402,ID,669.0,6613.0,,2020-04-01T19:00:00Z,04/01 15:00,9.0,2020-04-01T19:00:00Z,7282,7282,681,0
20200403,ID,891.0,7054.0,,2020-04-02T19:00:00Z,04/02 15:00,9.0,2020-04-02T19:00:00Z,7945,7945,663,0
20200404,ID,1013.0,7857.0,,2020-04-03T19:00:00Z,04/03 15:00,10.0,2020-04-03T19:00:00Z,8870,8870,925,0
20200405,ID,1077.0,9184.0,,2020-04-04T19:00:00Z,04/04 15:00,10.0,2020-04-04T19:00:00Z,10261,10261,1391,0
20200406,ID,1101.0,9894.0,,2020-04-05T19:00:00Z,04/05 15:00,10.0,2020-04-05T19:00:00Z,10995,10995,734,0
20200407,ID,1170.0,10076.0,,2020-04-06T19:00:00Z,04/06 15:00,13.0,2020-04-06T19:00:00Z,11246,11246,251,0
20200408,ID,1210.0,10688.0,,2020-04-07T19:00:00Z,04/07 15:00,15.0,2020-04-07T19:00:00Z,11898,11898,652,0
20200409,ID,1232.0,11299.0,,2020-04-08T19:00:00Z,04/08 15:00,18.0,2020-04-08T19:00:00Z,12531,12531,633,0
20200410,ID,1353.0,11741.0,,2020-04-09T19:00:00Z,04/09 15:00,24.0,2020-04-09T19:00:00Z,13094,13094,563,0
20200411,ID,1396.0,12368.0,,2020-04-10T19:00:00Z,04/10 15:00,25.0,2020-04-10T19:00:00Z,13764,13764,670,0
20200412,ID,1407.0,12901.0,,2020-04-11T19:00:00Z,04/11 15:00,27.0,2020-04-11T19:00:00Z,14308,14308,544,0
20200413,ID,1426.0,13455.0,,2020-04-13T19:00:00Z,04/13 15:00,27.0,2020-04-13T19:00:00Z,14881,14881,573,0
20200414,ID,1453.0,13661.0,,2020-04-14T19:00:00Z,04/14 15:00,33.0,2020-04-14T19:00:00Z,15114,15114,233,0
20200415,ID,1464.0,13934.0,,2020-04-14T19:00:00Z,04/14 15:00,39.0,2020-04-14T19:00:00Z,15398,15398,284,0
20200416,ID,1587.0,14655.0,,2020-04-16T19:00:00Z,04/16 15:00,41.0,2020-04-16T19:00:00Z,16242,16242,844,0
20200417,ID,1609.0,15043.0,390.0,2020-04-17T19:00:00Z,04/17 15:00,41.0,2020-04-17T19:00:00Z,16652,16652,410,0
20200418,ID,1655.0,15292.0,453.0,2020-04-17T19:00:00Z,04/17 15:00,43.0,2020-04-17T19:00:00Z,16947,16947,295,0
20200419,ID,1668.0,15773.0,520.0,2020-04-19T19:00:00Z,04/19 15:00,44.0,2020-04-19T19:00:00Z,17441,17441,494,0
20200420,ID,1672.0,15773.0,585.0,2020-04-19T19:00:00Z,04/19 15:00,45.0,2020-04-19T19:00:00Z,17445,17445,4,0
20200421,ID,1736.0,16071.0,660.0,2020-04-21T19:00:00Z,04/21 15:00,48.0,2020-04-21T19:00:00Z,17807,17807,362,0
20200422,ID,1766.0,16404.0,710.0,2020-04-22T19:00:00Z,04/22 15:00,51.0,2020-04-22T19:00:00Z,18170,18170,363,0
20200423,ID,1802.0,17370.0,767.0,2020-04-23T19:00:00Z,04/23 15:00,54.0,2020-04-23T19:00:00Z,19172,19172,1002,0
20200424,ID,1836.0,17611.0,822.0,2020-04-24T19:00:00Z,04/24 15:00,54.0,2020-04-24T19:00:00Z,19447,19447,275,0
20200425,ID,1870.0,17611.0,867.0,2020-04-24T19:00:00Z,04/24 15:00,54.0,2020-04-24T19:00:00Z,19481,19481,34,0
20200426,ID,1887.0,17611.0,938.0,2020-04-25T19:00:00Z,04/25 15:00,56.0,2020-04-25T19:00:00Z,19498,19498,17,0
20200427,ID,1897.0,18127.0,983.0,2020-04-26T19:00:00Z,04/26 15:00,56.0,2020-04-26T19:00:00Z,20024,20024,526,0
20200428,ID,1917.0,18135.0,1039.0,2020-04-27T19:00:00Z,04/27 15:00,58.0,2020-04-27T19:00:00Z,20052,20052,28,0
20200429,ID,1952.0,26430.0,1087.0,2020-04-28T19:00:00Z,04/28 15:00,60.0,2020-04-28T19:00:00Z,28382,28382,8330,0
20200430,ID,1984.0,26862.0,1121.0,2020-04-29T19:00:00Z,04/29 15:00,60.0,2020-04-29T19:00:00Z,28846,28846,464,0
20200501,ID,2015.0,27210.0,1175.0,2020-04-30T19:00:00Z,04/30 15:00,63.0,2020-04-30T19:00:00Z,29225,29225,379,0
20200502,ID,2035.0,27455.0,1215.0,2020-05-01T19:00:00Z,05/01 15:00,63.0,2020-05-01T19:00:00Z,29490,29490,265,0
20200503,ID,2061.0,27746.0,1267.0,2020-05-02T19:00:00Z,05/02 15:00,63.0,2020-05-02T19:00:00Z,29807,29807,317,0
20200504,ID,2061.0,27746.0,1267.0,2020-05-02T19:00:00Z,05/02 15:00,64.0,2020-05-02T19:00:00Z,29807,29807,0,0
20200505,ID,2106.0,28202.0,1358.0,2020-05-03T19:00:00Z,05/03 15:00,64.0,2020-05-03T19:00:00Z,30308,30308,501,0
20200506,ID,2127.0,28418.0,1379.0,2020-05-04T19:00:00Z,05/04 15:00,65.0,2020-05-04T19:00:00Z,30545,30545,237,0
20200507,ID,2158.0,28732.0,1399.0,2020-05-06T19:00:00Z,05/06 15:00,66.0,2020-05-06T19:00:00Z,30890,30890,345,0
20200508,ID,2178.0,29092.0,1420.0,2020-05-07T19:00:00Z,05/07 15:00,67.0,2020-05-07T19:00:00Z,31270,31270,380,0
20200509,ID,2205.0,29601.0,1442.0,2020-05-08T19:00:00Z,05/08 15:00,67.0,2020-05-08T19:00:00Z,31806,31806,536,0
20200510,ID,2230.0,29912.0,1473.0,2020-05-09T19:00:00Z,05/09 15:00,67.0,2020-05-09T19:00:00Z,32142,32142,336,0
20200511,ID,2230.0,29912.0,1473.0,2020-05-09T19:00:00Z,05/09 15:00,67.0,2020-05-09T19:00:00Z,32142,32142,0,0
20200512,ID,2260.0,30445.0,1508.0,2020-05-11T19:00:00Z,05/11 15:00,70.0,2020-05-11T19:00:00Z,32705,32705,563,0
20200513,ID,2293.0,30835.0,1536.0,2020-05-12T19:00:00Z,05/12 15:00,69.0,2020-05-12T19:00:00Z,33128,33128,423,0
20200514,ID,2324.0,31430.0,1557.0,2020-05-13T19:00:00Z,05/13 15:00,69.0,2020-05-13T19:00:00Z,33754,33754,626,0
20200515,ID,2351.0,32394.0,1573.0,2020-05-14T19:00:00Z,05/14 15:00,72.0,2020-05-14T19:00:00Z,34745,34745,991,0
20200516,ID,2389.0,33299.0,1588.0,2020-05-15T19:00:00Z,05/15 15:00,73.0,2020-05-15T19:00:00Z,35688,35688,943,0
20200517,ID,2419.0,34253.0,1612.0,2020-05-16T19:00:00Z,05/16 15:00,73.0,2020-05-16T19:00:00Z,36672,36672,984,0
20200518,ID,2419.0,34253.0,1612.0,2020-05-16T19:00:00Z,05/16 15:00,73.0,2020-05-16T19:00:00Z,36672,36672,0,0
20200519,ID,2455.0,35614.0,1649.0,2020-05-18T19:00:00Z,05/18 15:00,74.0,2020-05-18T19:00:00Z,38069,38069,1397,0
20200520,ID,2476.0,36091.0,1668.0,2020-05-19T19:00:00Z,05/19 15:00,77.0,2020-05-19T19:00:00Z,38567,38567,498,0
20200521,ID,2506.0,36382.0,1688.0,2020-05-20T19:00:00Z,05/20 15:00,77.0,2020-05-20T19:00:00Z,38888,38888,321,0
20200522,ID,2534.0,37061.0,1720.0,2020-05-21T19:00:00Z,05/21 15:00,77.0,2020-05-21T19:00:00Z,39595,39595,707,0
20200523,ID,2595.0,38014.0,1735.0,2020-05-22T19:00:00Z,05/22 15:00,79.0,2020-05-22T19:00:00Z,40609,40609,1014,0
20200524,ID,2626.0,38780.0,1755.0,2020-05-23T19:00:00Z,05/23 15:00,79.0,2020-05-23T19:00:00Z,41406,41406,797,0
20200525,ID,2626.0,38780.0,1755.0,2020-05-23T19:00:00Z,05/23 15:00,79.0,2020-05-23T19:00:00Z,41406,41406,0,0
20200526,ID,2626.0,38780.0,1755.0,2020-05-23T19:00:00Z,05/23 15:00,79.0,2020-05-23T19:00:00Z,41406,41406,0,0
20200527,ID,2699.0,40318.0,2100.0,2020-05-26T19:00:00Z,05/26 15:00,81.0,2020-05-26T19:00:00Z,43017,43017,1611,0
20200528,ID,2731.0,41144.0,2185.0,2020-05-27T19:00:00Z,05/27 15:00,82.0,2020-05-27T19:00:00Z,43875,43875,858,0
20200529,ID,2769.0,41992.0,2195.0,2020-05-28T19:00:00Z,05/28 15:00,82.0,2020-05-28T19:00:00Z,44761,44761,886,0
20200530,ID,2803.0,42621.0,2225.0,2020-05-29T19:00:00Z,05/29 15:00,82.0,2020-05-29T19:00:00Z,45424,45424,663,0
20200531,ID,2839.0,43858.0,2248.0,2020-05-30T19:00:00Z,05/30 15:00,82.0,2020-05-30T19:00:00Z,46697,46697,1273,0
20200601,ID,2839.0,43858.0,2248.0,2020-05-30T19:00:00Z,05/30 15:00,82.0,2020-05-30T19:00:00Z,46697,46697,0,0
20200602,ID,2906.0,45227.0,2266.0,2020-06-01T19:00:00Z,06/01 15:00,83.0,2020-06-01T19:00:00Z,48133,48133,1436,0
20200603,ID,2933.0,46009.0,2282.0,2020-06-02T19:00:00Z,06/02 15:00,83.0,2020-06-02T19:00:00Z,48942,48942,809,0
20200604,ID,2990.0,46815.0,2311.0,2020-06-03T19:00:00Z,06/03 15:00,83.0,2020-06-03T19:00:00Z,49805,49805,863,0
20200605,ID,3054.0,50570.0,2362.0,2020-06-04T19:00:00Z,06/04 15:00,83.0,2020-06-04T19:00:00Z,53624,53624,3819,0
20200606,ID,3111.0,52128.0,2408.0,2020-06-05T19:00:00Z,06/05 15:00,83.0,2020-06-05T19:00:00Z,55239,55239,1615,0
20200607,ID,3139.0,52902.0,2461.0,2020-06-06T19:00:00Z,06/06 15:00,83.0,2020-06-06T19:00:00Z,56041,56041,802,0
20200608,ID,3139.0,52902.0,2461.0,2020-06-06T19:00:00Z,06/06 15:00,83.0,2020-06-06T19:00:00Z,56041,56041,0,0
20200609,ID,3189.0,54488.0,2509.0,2020-06-08T19:00:00Z,06/08 15:00,83.0,2020-06-08T19:00:00Z,57677,57677,1636,0
20200610,ID,3220.0,55832.0,2554.0,2020-06-09T19:00:00Z,06/09 15:00,85.0,2020-06-09T19:00:00Z,59052,59052,1375,0
20200611,ID,3260.0,56855.0,2628.0,2020-06-10T19:00:00Z,06/10 15:00,85.0,2020-06-10T19:00:00Z,60115,60115,1063,0
20200612,ID,3302.0,58130.0,2684.0,2020-06-11T19:00:00Z,06/11 15:00,86.0,2020-06-11T19:00:00Z,61432,61432,1317,0
20200613,ID,3353.0,59305.0,2776.0,2020-06-12T19:00:00Z,06/12 15:00,87.0,2020-06-12T19:00:00Z,62658,62658,1226,0
20200614,ID,3399.0,59581.0,2837.0,2020-06-13T19:00:00Z,06/13 15:00,87.0,2020-06-13T19:00:00Z,62980,62980,322,0
20200615,ID,3399.0,59581.0,2837.0,2020-06-13T19:00:00Z,06/13 15:00,87.0,2020-06-13T19:00:00Z,62980,62980,0,0
20200616,ID,3462.0,62185.0,2877.0,2020-06-15T19:00:00Z,06/15 15:00,88.0,2020-06-15T19:00:00Z,65647,65647,2667,0
20200617,ID,3540.0,63244.0,2921.0,2020-06-16T19:00:00Z,06/16 15:00,88.0,2020-06-16T19:00:00Z,66784,66784,1137,0
20200618,ID,3632.0,64380.0,3013.0,2020-06-17T19:00:00Z,06/17 15:00,88.0,2020-06-17T19:00:00Z,68012,68012,1228,0
20200619,ID,3743.0,65802.0,3088.0,2020-06-18T19:00:00Z,06/18 15:00,89.0,2020-06-18T19:00:00Z,69545,69545,1533,0
20200620,ID,3871.0,67325.0,3183.0,2020-06-19T19:00:00Z,06/19 15:00,89.0,2020-06-19T19:00:00Z,71196,71196,1651,0
20200621,ID,4006.0,68962.0,3305.0,2020-06-20T00:00:00Z,06/19 20:00,89.0,2020-06-20T00:00:00Z,72968,72968,1772,0
20200622,ID,4006.0,68962.0,3305.0,2020-06-20T00:00:00Z,06/19 20:00,89.0,2020-06-20T00:00:00Z,72968,72968,0,0
20200623,ID,4254.0,71910.0,3405.0,2020-06-23T00:00:00Z,06/22 20:00,89.0,2020-06-23T00:00:00Z,76164,76164,3196,0
20200624,ID,4402.0,73433.0,3484.0,2020-06-24T00:00:00Z,06/23 20:00,89.0,2020-06-24T00:00:00Z,77835,77835,1671,0
20200625,ID,4645.0,75894.0,3610.0,2020-06-25T00:00:00Z,06/24 20:00,90.0,2020-06-25T00:00:00Z,80539,80539,2704,0
20200626,ID,4865.0,77505.0,3712.0,2020-06-25T19:00:00Z,06/25 15:00,90.0,2020-06-25T19:00:00Z,82370,82370,1831,0
20200627,ID,5148.0,78908.0,3827.0,2020-06-26T19:00:00Z,06/26 15:00,90.0,2020-06-26T19:00:00Z,84056,84056,1686,0
20200628,ID,5319.0,81026.0,3898.0,2020-06-27T19:00:00Z,06/27 15:00,91.0,2020-06-27T19:00:00Z,86345,86345,2289,0
20200629,ID,5319.0,81026.0,3898.0,2020-06-27T19:00:00Z,06/27 15:00,91.0,2020-06-27T19:00:00Z,86345,86345,0,0
20200630,ID,5752.0,83551.0,4073.0,2020-06-29T19:00:00Z,06/29 15:00,91.0,2020-06-29T19:00:00Z,89303,89303,2958,0
20200304,IL,4.0,124.0,,,,,,155,128,0,27
20200305,IL,5.0,165.0,,,,,,197,170,42,27
20200306,IL,5.0,180.0,,,,,,220,185,15,35
20200307,IL,6.0,191.0,,,,,,241,197,12,44
20200308,IL,6.0,191.0,,,,,,241,197,0,44
20200309,IL,7.0,191.0,,,,,,242,198,1,44
20200310,IL,19.0,244.0,,,,,,326,263,65,63
20200311,IL,19.0,244.0,,,,,,326,263,0,63
20200312,IL,25.0,266.0,,2020-03-11T00:00:00Z,03/10 20:00,,2020-03-11T00:00:00Z,367,291,28,76
20200313,IL,32.0,294.0,,2020-03-12T00:00:00Z,03/11 20:00,,2020-03-12T00:00:00Z,418,326,35,92
20200314,IL,46.0,316.0,,2020-03-13T00:00:00Z,03/12 20:00,,2020-03-13T00:00:00Z,444,362,36,82
20200315,IL,64.0,449.0,,2020-03-14T00:00:00Z,03/13 20:00,,2020-03-14T00:00:00Z,708,513,151,195
20200316,IL,93.0,932.0,,2020-03-16T15:43:00Z,03/16 11:43,,2020-03-16T15:43:00Z,1025,1025,512,0
20200317,IL,159.0,1340.0,,2020-03-16T00:00:00Z,03/15 20:00,1.0,2020-03-16T00:00:00Z,1499,1499,474,0
20200318,IL,288.0,1763.0,,2020-03-18T00:00:00Z,03/17 20:00,1.0,2020-03-18T00:00:00Z,2051,2051,552,0
20200319,IL,422.0,2725.0,,2020-03-19T00:00:00Z,03/18 20:00,4.0,2020-03-19T00:00:00Z,3147,3147,1096,0
20200320,IL,585.0,3696.0,,2020-03-20T00:00:00Z,03/19 20:00,5.0,2020-03-20T00:00:00Z,4281,4281,1134,0
20200321,IL,753.0,5488.0,,2020-03-21T00:00:00Z,03/20 20:00,6.0,2020-03-21T00:00:00Z,6241,6241,1960,0
20200322,IL,1049.0,7271.0,,2020-03-22T00:00:00Z,03/21 20:00,9.0,2020-03-22T00:00:00Z,8320,8320,2079,0
20200323,IL,1273.0,8583.0,,2020-03-23T00:00:00Z,03/22 20:00,12.0,2020-03-23T00:00:00Z,9856,9856,1536,0
20200324,IL,1535.0,9934.0,,2020-03-24T00:00:00Z,03/23 20:00,16.0,2020-03-24T00:00:00Z,11469,11469,1613,0
20200325,IL,1865.0,12344.0,,2020-03-25T00:00:00Z,03/24 20:00,19.0,2020-03-25T00:00:00Z,14209,14209,2740,0
20200326,IL,2538.0,14093.0,,2020-03-26T00:00:00Z,03/25 20:00,26.0,2020-03-26T00:00:00Z,16631,16631,2422,0
20200327,IL,3026.0,18516.0,,2020-03-27T00:00:00Z,03/26 20:00,34.0,2020-03-27T00:00:00Z,21542,21542,4911,0
20200328,IL,3491.0,22000.0,,2020-03-28T00:00:00Z,03/27 20:00,47.0,2020-03-28T00:00:00Z,25491,25491,3949,0
20200329,IL,4596.0,23166.0,,2020-03-29T00:00:00Z,03/28 20:00,65.0,2020-03-29T00:00:00Z,27762,27762,2271,0
20200330,IL,5057.0,25389.0,,2020-03-29T00:00:00Z,03/28 20:00,73.0,2020-03-29T00:00:00Z,30446,30446,2684,0
20200331,IL,5994.0,29231.0,,2020-03-31T00:00:00Z,03/30 20:00,99.0,2020-03-31T00:00:00Z,35225,35225,4779,0
20200401,IL,6980.0,33404.0,,2020-04-01T02:00:00Z,03/31 22:00,141.0,2020-04-01T02:00:00Z,40384,40384,5159,0
20200402,IL,7695.0,35961.0,,2020-04-02T00:00:00Z,04/01 20:00,157.0,2020-04-02T00:00:00Z,43656,43656,3272,0
20200403,IL,8904.0,39144.0,,2020-04-03T00:00:00Z,04/02 20:00,210.0,2020-04-03T00:00:00Z,48048,48048,4392,0
20200404,IL,10357.0,43224.0,,2020-04-04T00:00:00Z,04/03 20:00,243.0,2020-04-04T00:00:00Z,53581,53581,5533,0
20200405,IL,11256.0,47727.0,,2020-04-05T00:00:00Z,04/04 20:00,274.0,2020-04-05T00:00:00Z,58983,58983,5402,0
20200406,IL,12262.0,50680.0,,2020-04-06T00:00:00Z,04/05 20:00,307.0,2020-04-06T00:00:00Z,62942,62942,3959,0
20200407,IL,13549.0,55183.0,,2020-04-07T00:00:00Z,04/06 20:00,380.0,2020-04-07T00:00:00Z,68732,68732,5790,0
20200408,IL,15078.0,59988.0,,2020-04-08T00:00:00Z,04/07 20:00,462.0,2020-04-08T00:00:00Z,75066,75066,6334,0
20200409,IL,16422.0,64435.0,,2020-04-09T00:00:00Z,04/08 20:00,528.0,2020-04-09T00:00:00Z,80857,80857,5791,0
20200410,IL,17887.0,69640.0,,2020-04-10T00:00:00Z,04/09 20:00,596.0,2020-04-10T00:00:00Z,87527,87527,6670,0
20200411,IL,19180.0,72969.0,,2020-04-11T00:00:00Z,04/10 20:00,677.0,2020-04-11T00:00:00Z,92149,92149,4622,0
20200412,IL,20852.0,79883.0,,2020-04-12T00:00:00Z,04/11 20:00,720.0,2020-04-12T00:00:00Z,100735,100735,8586,0
20200413,IL,22025.0,83743.0,,2020-04-13T00:00:00Z,04/12 20:00,794.0,2020-04-13T00:00:00Z,105768,105768,5033,0
20200414,IL,23247.0,87369.0,,2020-04-14T00:00:00Z,04/13 20:00,868.0,2020-04-14T00:00:00Z,110616,110616,4848,0
20200415,IL,24593.0,92336.0,,2020-04-15T00:00:00Z,04/14 20:00,948.0,2020-04-15T00:00:00Z,116929,116929,6313,0
20200416,IL,25733.0,96856.0,,2020-04-16T00:00:00Z,04/15 20:00,1072.0,2020-04-16T00:00:00Z,122589,122589,5660,0
20200417,IL,27575.0,102588.0,,2020-04-17T00:00:00Z,04/16 20:00,1134.0,2020-04-17T00:00:00Z,130163,130163,7574,0
20200418,IL,29160.0,108244.0,,2020-04-18T00:00:00Z,04/17 20:00,1259.0,2020-04-18T00:00:00Z,137404,137404,7241,0
20200419,IL,30357.0,112961.0,,2020-04-19T00:00:00Z,04/18 20:00,1290.0,2020-04-19T00:00:00Z,143318,143318,5914,0
20200420,IL,31508.0,116850.0,,2020-04-20T00:00:00Z,04/19 20:00,1349.0,2020-04-20T00:00:00Z,148358,148358,5040,0
20200421,IL,33059.0,121938.0,,2020-04-21T00:00:00Z,04/20 20:00,1468.0,2020-04-21T00:00:00Z,154997,154997,6639,0
20200422,IL,35108.0,129238.0,,2020-04-22T00:00:00Z,04/21 20:00,1565.0,2020-04-22T00:00:00Z,164346,164346,9349,0
20200423,IL,36934.0,136382.0,,2020-04-23T00:00:00Z,04/22 20:00,1688.0,2020-04-23T00:00:00Z,173316,173316,8970,0
20200424,IL,39658.0,149974.0,,2020-04-24T00:00:00Z,04/23 20:00,1795.0,2020-04-24T00:00:00Z,189632,189632,16316,0
20200425,IL,41777.0,159840.0,,2020-04-25T00:00:00Z,04/24 20:00,1874.0,2020-04-25T00:00:00Z,201617,201617,11985,0
20200426,IL,43903.0,171049.0,,2020-04-26T00:00:00Z,04/25 20:00,1933.0,2020-04-26T00:00:00Z,214952,214952,13335,0
20200427,IL,45883.0,181745.0,,2020-04-27T00:00:00Z,04/26 20:00,1983.0,2020-04-27T00:00:00Z,227628,227628,12676,0
20200428,IL,48102.0,194087.0,,2020-04-28T00:00:00Z,04/27 20:00,2125.0,2020-04-28T00:00:00Z,242189,242189,14561,0
20200429,IL,50355.0,206312.0,,2020-04-29T00:00:00Z,04/28 20:00,2215.0,2020-04-29T00:00:00Z,256667,256667,14478,0
20200430,IL,52918.0,216949.0,,2020-04-30T00:00:00Z,04/29 20:00,2355.0,2020-04-30T00:00:00Z,269867,269867,13200,0
20200501,IL,56055.0,228633.0,,2020-05-01T00:00:00Z,04/30 20:00,2457.0,2020-05-01T00:00:00Z,284688,284688,14821,0
20200502,IL,58505.0,241391.0,,2020-05-02T00:00:00Z,05/01 20:00,2559.0,2020-05-02T00:00:00Z,299896,299896,15208,0
20200503,IL,61499.0,257814.0,,2020-05-02T00:00:00Z,05/01 20:00,2618.0,2020-05-02T00:00:00Z,319313,319313,19417,0
20200504,IL,63840.0,269307.0,,2020-05-04T00:00:00Z,05/03 20:00,2662.0,2020-05-04T00:00:00Z,333147,333147,13834,0
20200505,IL,65962.0,280324.0,,2020-05-05T00:00:00Z,05/04 20:00,2838.0,2020-05-05T00:00:00Z,346286,346286,13139,0
20200506,IL,68232.0,293028.0,,2020-05-06T00:00:00Z,05/05 20:00,2974.0,2020-05-06T00:00:00Z,361260,361260,14974,0
20200507,IL,70873.0,308170.0,,2020-05-07T00:00:00Z,05/06 20:00,3111.0,2020-05-07T00:00:00Z,379043,379043,17783,0
20200508,IL,73760.0,325954.0,,2020-05-08T00:00:00Z,05/07 20:00,3241.0,2020-05-08T00:00:00Z,399714,399714,20671,0
20200509,IL,76085.0,340246.0,,2020-05-09T00:00:00Z,05/08 20:00,3349.0,2020-05-09T00:00:00Z,416331,416331,16617,0
20200510,IL,77741.0,352243.0,,2020-05-10T00:00:00Z,05/09 20:00,3406.0,2020-05-10T00:00:00Z,429984,429984,13653,0
20200511,IL,79007.0,363418.0,,2020-05-11T00:00:00Z,05/10 20:00,3459.0,2020-05-11T00:00:00Z,442425,442425,12441,0
20200512,IL,83021.0,388670.0,,2020-05-12T00:00:00Z,05/11 20:00,3601.0,2020-05-12T00:00:00Z,471691,471691,29266,0
20200513,IL,84698.0,404661.0,,2020-05-13T00:00:00Z,05/12 20:00,3792.0,2020-05-13T00:00:00Z,489359,489359,17668,0
20200514,IL,87937.0,424100.0,,2020-05-14T00:00:00Z,05/13 20:00,3928.0,2020-05-14T00:00:00Z,512037,512037,22678,0
20200515,IL,90369.0,448233.0,,2020-05-15T00:00:00Z,05/14 20:00,4058.0,2020-05-15T00:00:00Z,538602,538602,26565,0
20200516,IL,92457.0,469192.0,,2020-05-16T00:00:00Z,05/15 20:00,4129.0,2020-05-16T00:00:00Z,561649,561649,23047,0
20200517,IL,94191.0,487753.0,,2020-05-17T00:00:00Z,05/16 20:00,4177.0,2020-05-17T00:00:00Z,581944,581944,20295,0
